occurrenceID	catalogNumber	institutionCode	collectionCode	collectionID	basisOfRecord	type	recordedBy	eventDate	samplingProtocol	individualCount	preparations	identifiedBy	dateIdentified	identificationQualifier	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificName	scientificNameAuthorship	verbatimTaxonRank	taxonRank	vernacularName	sex	habitat	country	stateProvince	county	verbatimLocality	verbatimElevation	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters
UCN:MH-ORNIT:46-2300MI2008AV1182	46-2300MI2008AV1182	Universidad de Ciencias Naturales (UCN)	MH-ORNIT	RNC:123	PreservedSpecimen	Objeto físico	Rudas A | Giraldo D | Tuberquia D | Uribe F	Feb 2001	Red de Niebla	1	Piel	Suescún D | Piedrahíta J | Ríos L	oct. 2001				Aves		Accipitridae				Buteo magnirostris					Male	Bosque Montano	Colombia	Antioquia	Medellín	N de la cumbre de Santa Elena, entre el río Negro y Medellín	2545	"6° 12' 26.210"" N"	"75° 29' 24.110"" W"					
UCN:MH-ORNIT:46-2300MI2008AV1202	46-2300MI2008AV1202	Universidad de Ciencias Naturales (UCN)	MH-ORNIT	RNC:123	PreservedSpecimen	Objeto físico	Rudas A | Giraldo D | Tuberquia D | Uribe F	May 2001	Red de Niebla	1	Piel	Suescún D | Piedrahíta J | Ríos L	oct. 2001				Aves		Accipitridae				Buteo magnirostris					Female	Bosque Montano	Colombia	Antioquia	Medellín	N de la cumbre de Santa Elena, entre el río Negro y Medellín	2545	"6° 12' 26.210"" N"	"75° 29' 24.110"" W"					
UCN:MH-HERP:46-2300MI2008RE0072	46-2300MI2008RE0072	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 2001		1	Animal entero (ETOH - Etanol)	López N | Vásquez C	oct. 2001				Reptilia		Colubridae				Ameiva ameiva Linnaeus, 1758				Lobito	Macho	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0005	46-2300MI2008RE0005	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Zambrano L | Diago N	2001/03/19		1	Animal entero (ETOH - Etanol)	López N | Vásquez C	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	Hembra	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0006	46-2300MI2008RE0006	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	2001/03/19		1	Animal entero (ETOH - Etanol)	López N | Vásquez C	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	Desconocido	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0008	46-2300MI2008RE0008	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	20/03/2001		1	Animal entero (ETOH - Etanol)	López N | Vásquez C	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	M	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0010	46-2300MI2008RE0010	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 2001		1	Animal entero (ETOH - Etanol)	López N | Vásquez C	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	Male	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0043	46-2300MI2008RE0043	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Acevedo P | Callejas R | Churchill S	2001/03/19		1	Animal entero (ETOH - Etanol)	López N | Vásquez C	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	Female	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0048	46-2300MI2008RE0048	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Fonnegra R | Cardona F | Alzate F | Posada J	Feb 2001		1	Animal entero (ETOH - Etanol)	López N | Vásquez C	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	Macho	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0055	46-2300MI2008RE0055	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Fonnegra R | Cardona F | Alzate F | Posada J	May 2001		1	Animal entero (ETOH - Etanol)	López N | Vásquez C	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	Hembra	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0057	46-2300MI2008RE0057	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Fonnegra R | Cardona F | Alzate F | Posada J	Mar 19, 2001		1	Animal entero (ETOH - Etanol)	López N | Vásquez C	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	Desconocido	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0070	46-2300MI2008RE0070	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Fonnegra R | Alzate F | Cardona F	2001		1	Animal entero (ETOH - Etanol)	David H | Hoyos S | Quintero R	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	M	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0074	46-2300MI2008RE0074	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Fonnegra R | Roldán F	19/03/2001		1	Animal entero (ETOH - Etanol)	Cordero Z	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	Male	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0075	46-2300MI2008RE0075	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	19/03/2001		1	Animal entero (ETOH - Etanol)	Cordero Z	oct. 2001				Reptilia		Teiidae				Ameiva ameiva Linnaeus, 1758				Lobito	Female	Bosque Húmedo	Colombia	Antioquia	Jardín	Vereda La Clara, quebrada Bonita, reserva La Playa, camino	2339	"5° 35' 12"" N"	"75° 46' 18"" W"					
UCN:MH-HERP:46-2300MI2008RE0004	46-2300MI2008RE0004	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Cardona F | Alzate F | Posada J | Trujillo C	Feb 10, 2001		1	Animal entero (ETOH - Etanol)	Cordero Z | Tanimuka G	oct. 2001				Reptilia		Teiidae				Ameiva festiva					Macho	Bosque Montano	Colombia	Antioquia	Caldas	Sin datos	1789	"6° 05' 34"" N"	"75° 38' 27.99"" W"					
UCN:MH-HERP:46-2300MI2008RE0027	46-2300MI2008RE0027	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Roldán F | Velásquez C | Restrepo J | Becerra A	2001		1	Animal entero (ETOH - Etanol)	Clavijo L | Cordero Z	oct. 2001				Reptilia		Teiidae				Ameiva festiva					Hembra	Bosque Montano	Colombia	Antioquia	Caldas	Sin datos	1789	"6° 05' 34"" N"	"75° 38' 27.99"" W"					
UCN:MH-HERP:46-2300MI2008RE0037	46-2300MI2008RE0037	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Roldán F | Velásquez C | Restrepo J | Becerra A	19/03/2001		1	Animal entero (ETOH - Etanol)	Clavijo L | Cordero Z	oct. 2001				Reptilia		Teiidae				Ameiva festiva					Desconocido	Bosque Montano	Colombia	Antioquia	Caldas	Sin datos	1789	"6° 05' 34"" N"	"75° 38' 27.99"" W"					
UCN:MH-HERP:46-2300MI2008RE0058	46-2300MI2008RE0058	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Roldán F | Velásquez C | Restrepo J | Becerra A	Mar 2001		1	Animal entero (ETOH - Etanol)	Clavijo L | González M | Tanimuka W	oct. 2001				Reptilia		Teiidae				Ameiva festiva					M	Bosque Montano	Colombia	Antioquia	Caldas	Sin datos	1789	"6° 05' 34"" N"	"75° 38' 27.99"" W"					
UCN:MH-HERP:46-2300MI2008RE0059	46-2300MI2008RE0059	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Cardona F | Posada J	Mar 19, 2001		1	Animal entero (ETOH - Etanol)	Clavijo L	oct. 2001				Reptilia		Teiidae				Ameiva festiva					Male	Bosque Montano	Colombia	Antioquia	Caldas	Sin datos	1789	"6° 05' 34"" N"	"75° 38' 27.99"" W"					
UCN:MH-HERP:46-2300MI2008RE0039	46-2300MI2008RE0039	Universidad de Ciencias Naturales (UCN)	MH-HERP	RNC:123	PreservedSpecimen	Objeto físico	Vargas I	Mar 19, 2001		1	Animal entero (ETOH - Etanol)	Clavijo L | González M | Tanimuka W	oct. 2001				Reptilia		Amphisbaenidae				Amphisbaena fuliginosa					Female	Piedemonte	Colombia	Antioquia	Anorí	25 km al S y 22 km al W de Zaragoza, Providencia La Tirana	500	"7° 18' 10.12"" N"	"75° 04' 25.03"" W"					
UCN:MH-ORNIT:46-2300MI2008AV1275	46-2300MI2008AV1275	Universidad de Ciencias Naturales (UCN)	MH-ORNIT	RNC:123	PreservedSpecimen	Objeto físico	Rudas A | Giraldo D | Tuberquia D | Uribe F	Mar 19, 2001	Red de Niebla	1	Piel	Suescún D | Piedrahíta J | Ríos L	oct. 2001				Aves		Accipitridae				Buteo magnirostris					Macho	Bosque Montano	Colombia	Antioquia	Medellín	N de la cumbre de Santa Elena, entre el río Negro y Medellín	2545	"6° 12' 26.210"" N"	"75° 29' 24.110"" W"					
UCN:MH-ORNIT:46-2300MI2008AV1359	46-2300MI2008AV1359	Universidad de Ciencias Naturales (UCN)	MH-ORNIT	RNC:123	PreservedSpecimen	Objeto físico	Restrepo S	2001	Red de Niebla	1	Piel	Suescún D | Piedrahíta J | Ríos L	oct. 2001				Aves		Accipitridae				Buteo magnirostris					Hembra	Bosque Montano	Colombia	Antioquia	Medellín	N de la cumbre de Santa Elena, entre el río Negro y Medellín	2545	"6° 12' 26.210"" N"	"75° 29' 24.110"" W"					
